TransactionAmount,AverageTransactionAmount,CustomerLocation,RecipientLocation,TransactionType,CurrencyType,RiskLabel
113.03,332.00,New York,Stockholm,Credit,KRW,False
922.04,946.00,New York,New York,Withdrawal,TRY,False
596.68,747.00,Amsterdam,Cape Town,Reimbursement,RUB,False
474.65,355.00,Toronto,New York,Loan,BRL,False
763.58,918.00,Mumbai,Toronto,Transfer,SEK,False
551.73,398.00,Cape Town,Tokyo,Debit,JPY,False
436.21,992.00,Toronto,Moscow,Debit,ZAR,False
20.88,170.00,Helsinki,Moscow,Refund,CAD,False
425.87,364.00,Dublin,Paris,Withdrawal,CHF,False
153.12,521.00,Paris,Mumbai,Fee,INR,False
330.27,227.00,Helsinki,Seoul,Subscription,RUB,False
685.77,465.00,Mumbai,Helsinki,Debit,EUR,False
40.21,400.00,London,Rio de Janeiro,Refund,ZAR,False
273.30,839.00,Paris,Toronto,Exchange,TRY,False
513.74,352.00,London,Berlin,Purchase,INR,True
42.20,629.00,Mexico City,Rome,Invoice,ZAR,False
1970.67,411.00,Seoul,Toronto,Credit,INR,True
673.58,489.00,Dubai,Sydney,Loan,NZD,False
204.76,168.00,Cape Town,New York,Invoice,SGD,False
139.84,239.00,Athens,Tokyo,Deposit,NZD,False
584.16,444.00,Dubai,Mumbai,Fee,JPY,True
103.46,103.00,Mumbai,Toronto,Loan,CNY,True
615.86,770.00,Berlin,Helsinki,Loan,CAD,False
39.13,605.00,Rio de Janeiro,Cape Town,Credit,CAD,False
1157.60,847.00,Seoul,Mumbai,Loan,AUD,True
692.99,869.00,Stockholm,Amsterdam,Purchase,RUB,True
835.26,680.00,Athens,Berlin,Subscription,JPY,False
926.63,643.00,Dubai,Athens,Deposit,SEK,False
1065.74,852.00,Amsterdam,Tokyo,Reimbursement,JPY,False
101.67,930.00,Dubai,Rome,Exchange,KRW,False
856.87,858.00,Rome,Dubai,Refund,SGD,True
946.74,352.00,Tokyo,Toronto,Purchase,TRY,True
515.42,963.00,Mexico City,Amsterdam,Deposit,NZD,False
693.59,823.00,Paris,Amsterdam,Withdrawal,NOK,False
512.81,895.00,Cape Town,London,Donation,USD,False
445.46,420.00,Seoul,London,Exchange,AUD,False
913.52,888.00,London,Seoul,Payment,JPY,False
615.12,628.00,Athens,London,Payment,TRY,False
341.47,798.00,Stockholm,Amsterdam,Invoice,NZD,False
227.76,534.00,Moscow,New York,Refund,CHF,False
118.26,710.00,Rio de Janeiro,Paris,Debit,HKD,False
766.14,684.00,Rome,Helsinki,Withdrawal,CHF,False
275.27,247.00,Rio de Janeiro,Amsterdam,Exchange,HKD,False
2889.82,686.00,London,Athens,Debit,TRY,True
905.36,842.00,Helsinki,Rome,Subscription,INR,False
313.01,616.00,Seoul,Berlin,Purchase,CHF,True
104.37,369.00,Berlin,Stockholm,Donation,KRW,False
2559.11,663.00,London,Stockholm,Subscription,RUB,True
283.25,705.00,Sydney,Dubai,Transfer,INR,False
74.81,177.00,Athens,Toronto,Donation,GBP,False
322.99,280.00,Athens,Dubai,Deposit,CAD,False
3046.32,827.00,New York,Stockholm,Loan,NOK,True
193.76,176.00,Mumbai,Seoul,Withdrawal,HKD,False
406.47,743.00,Athens,Moscow,Credit,SGD,False
829.14,803.00,New York,Helsinki,Donation,EUR,False
958.87,155.00,Mumbai,Berlin,Payment,RUB,True
289.08,836.00,Paris,Rio de Janeiro,Exchange,KRW,False
428.71,614.00,Dubai,Mexico City,Refund,CHF,False
752.02,938.00,Rio de Janeiro,Stockholm,Debit,BRL,False
285.13,197.00,Rome,New York,Refund,BRL,False
805.10,900.00,Dublin,Athens,Loan,SGD,False
45.83,204.00,Cape Town,Helsinki,Debit,USD,False
1502.78,714.00,Rome,Rio de Janeiro,Fee,NZD,False
299.70,340.00,London,Dubai,Reimbursement,CAD,False
283.72,800.00,Amsterdam,Moscow,Exchange,MXN,False
206.53,788.00,Sydney,Mexico City,Transfer,MXN,False
202.97,234.00,Moscow,Seoul,Debit,RUB,False
942.75,799.00,Seoul,Dubai,Debit,JPY,False
534.96,621.00,Dubai,New York,Purchase,ZAR,True
1224.02,225.00,Paris,Mexico City,Loan,GBP,True
86.22,495.00,Amsterdam,Amsterdam,Fee,EUR,False
167.67,821.00,Mexico City,Athens,Invoice,SEK,False
352.63,215.00,Moscow,Berlin,Subscription,JPY,False
405.13,274.00,Seoul,Dubai,Deposit,CAD,False
322.79,370.00,London,Amsterdam,Transfer,MXN,False
742.12,821.00,Toronto,Athens,Payment,EUR,True
449.41,326.00,Rome,Rio de Janeiro,Loan,BRL,False
964.54,755.00,Moscow,Amsterdam,Exchange,SEK,False
1403.59,980.00,New York,Cape Town,Credit,CNY,False
907.28,990.00,Athens,Dubai,Invoice,AUD,False
34.98,281.00,Toronto,London,Exchange,RUB,False
844.08,614.00,Cape Town,Sydney,Subscription,NOK,False
742.09,688.00,Tokyo,Moscow,Withdrawal,GBP,False
412.29,414.00,Athens,Seoul,Loan,BRL,False
66.51,221.00,Berlin,Toronto,Payment,SEK,False
247.42,691.00,Berlin,Tokyo,Invoice,TRY,False
382.61,479.00,Paris,Berlin,Subscription,JPY,False
1025.44,820.00,Tokyo,Cape Town,Payment,SEK,False
75.78,259.00,New York,Mexico City,Donation,GBP,False
569.40,596.00,Moscow,Dublin,Loan,SEK,False
872.92,611.00,Berlin,Tokyo,Payment,SEK,True
966.26,722.00,Helsinki,London,Debit,RUB,False
176.30,316.00,Rio de Janeiro,Paris,Transfer,RUB,False
593.72,423.00,Seoul,Rome,Loan,SGD,True
469.98,384.00,Dublin,Seoul,Credit,INR,False
17.24,131.00,Rome,Dubai,Purchase,CNY,True
58.26,455.00,Cape Town,Berlin,Reimbursement,JPY,False
1075.47,743.00,Moscow,Toronto,Purchase,NZD,True
329.71,518.00,Mumbai,Sydney,Loan,SEK,False
60.08,117.00,Rome,Helsinki,Fee,CNY,False
34.83,164.00,Rio de Janeiro,Dubai,Transfer,EUR,False
51.90,829.00,Rome,Dubai,Reimbursement,NOK,False
714.03,504.00,Toronto,Mumbai,Exchange,AUD,False
1933.29,756.00,Berlin,Toronto,Debit,HKD,False
182.57,128.00,Athens,Rio de Janeiro,Deposit,SEK,False
252.25,510.00,Stockholm,New York,Transfer,CNY,False
595.24,426.00,Cape Town,London,Debit,NZD,False
16.48,339.00,Tokyo,Dubai,Fee,INR,False
148.49,382.00,London,Stockholm,Withdrawal,AUD,False
42.28,306.00,Rome,Stockholm,Subscription,MXN,False
112.79,259.00,Dubai,Moscow,Deposit,AUD,False
410.70,814.00,Seoul,Tokyo,Credit,MXN,False
667.76,680.00,Rome,Toronto,Exchange,SGD,False
282.60,744.00,Mumbai,Sydney,Withdrawal,NZD,False
871.54,990.00,Stockholm,New York,Loan,BRL,False
866.56,730.00,Toronto,Mexico City,Subscription,NZD,False
577.19,442.00,Paris,Helsinki,Deposit,CAD,False
575.59,394.00,Cape Town,Mumbai,Credit,MXN,False
105.51,180.00,Mumbai,Cape Town,Refund,NOK,False
215.94,165.00,Stockholm,Cape Town,Fee,HKD,False
486.38,896.00,Rome,Amsterdam,Refund,SEK,False
376.54,374.00,Sydney,New York,Donation,AUD,False
40.86,363.00,Paris,Athens,Purchase,CNY,True
407.16,712.00,Tokyo,New York,Debit,SEK,False
30.16,155.00,Mexico City,Paris,Transfer,GBP,False
78.74,131.00,New York,Cape Town,Deposit,NZD,False
46.50,103.00,Mexico City,Rome,Fee,ZAR,False
998.80,949.00,Dublin,Tokyo,Purchase,GBP,True
45.81,308.00,Helsinki,Rio de Janeiro,Exchange,CAD,False
167.15,398.00,London,New York,Payment,RUB,False
920.21,806.00,London,Mexico City,Credit,HKD,False
87.13,174.00,Paris,New York,Exchange,CNY,False
753.51,996.00,New York,Berlin,Payment,KRW,False
592.92,807.00,Athens,Helsinki,Debit,JPY,False
2771.37,520.00,Tokyo,Athens,Exchange,CAD,True
209.78,210.00,Rio de Janeiro,Moscow,Transfer,GBP,False
335.57,662.00,Dubai,Rio de Janeiro,Payment,EUR,False
126.84,628.00,New York,Dublin,Fee,SEK,False
1163.31,805.00,Berlin,New York,Purchase,INR,False
580.53,729.00,Sydney,Tokyo,Withdrawal,RUB,True
38.44,199.00,Stockholm,New York,Fee,ZAR,False
1347.49,909.00,Berlin,Stockholm,Transfer,TRY,False
305.46,308.00,Athens,Seoul,Subscription,MXN,False
88.97,464.00,Moscow,London,Subscription,JPY,False
573.11,481.00,Stockholm,New York,Transfer,MXN,False
3645.59,490.00,Amsterdam,London,Purchase,RUB,True
198.74,338.00,Paris,Seoul,Exchange,INR,False
581.35,874.00,Mumbai,Toronto,Withdrawal,KRW,False
61.61,157.00,Seoul,Dublin,Fee,MXN,False
781.74,730.00,Rome,Amsterdam,Donation,TRY,False
1529.35,778.00,Seoul,Athens,Reimbursement,SGD,False
778.47,617.00,Tokyo,Rome,Purchase,EUR,True
11.90,618.00,Dubai,Dubai,Subscription,CHF,False
77.41,235.00,Stockholm,Mexico City,Donation,SGD,False
1079.23,933.00,Toronto,Helsinki,Exchange,SGD,False
247.22,489.00,Dubai,Moscow,Donation,CAD,False
177.39,515.00,Toronto,Tokyo,Refund,USD,True
216.02,199.00,Rome,Rio de Janeiro,Refund,NOK,False
84.65,134.00,Paris,Cape Town,Invoice,NOK,False
687.01,815.00,Rome,Athens,Donation,INR,False
176.35,815.00,Tokyo,Cape Town,Withdrawal,NOK,False
174.77,430.00,Mumbai,Amsterdam,Transfer,CHF,False
65.00,546.00,New York,Berlin,Withdrawal,CHF,False
20.94,369.00,Rome,Paris,Exchange,RUB,False
1133.29,940.00,Cape Town,Cape Town,Credit,JPY,False
652.58,557.00,Seoul,Rio de Janeiro,Purchase,TRY,True
316.88,353.00,London,Moscow,Deposit,TRY,False
448.63,697.00,Stockholm,London,Reimbursement,JPY,False
213.03,291.00,London,Stockholm,Debit,SGD,False
122.29,365.00,Seoul,Rome,Loan,INR,True
194.40,737.00,Dubai,Berlin,Fee,USD,False
1219.63,828.00,Paris,Cape Town,Fee,KRW,False
247.38,212.00,Tokyo,Moscow,Credit,INR,False
310.97,460.00,Berlin,London,Transfer,SGD,False
1058.41,368.00,Seoul,Paris,Invoice,CAD,False
901.69,853.00,Dublin,Athens,Credit,NZD,False
2350.43,379.00,Cape Town,Cape Town,Refund,SEK,False
327.89,222.00,Dubai,Cape Town,Reimbursement,GBP,False
159.35,217.00,London,Mexico City,Transfer,SEK,False
120.88,146.00,Moscow,Dublin,Donation,NOK,False
665.54,562.00,Amsterdam,Rome,Refund,MXN,True
170.83,619.00,Sydney,Mexico City,Invoice,NOK,False
818.60,858.00,Paris,Mumbai,Reimbursement,USD,True
104.91,784.00,Paris,Dubai,Fee,BRL,False
168.26,864.00,Dubai,Toronto,Payment,ZAR,False
398.24,294.00,Moscow,Cape Town,Invoice,EUR,False
298.49,293.00,Mexico City,Seoul,Fee,HKD,False
3489.80,932.00,Rome,Stockholm,Donation,CHF,True
54.93,194.00,Sydney,Helsinki,Invoice,KRW,False
8.66,290.00,Rio de Janeiro,Amsterdam,Purchase,USD,True
900.24,902.00,Amsterdam,Stockholm,Exchange,MXN,False
31.51,194.00,Cape Town,Helsinki,Refund,SEK,False
2515.33,386.00,Mexico City,Dublin,Reimbursement,GBP,True
170.78,580.00,Amsterdam,Moscow,Reimbursement,TRY,False
1049.56,974.00,Berlin,Moscow,Debit,AUD,False
986.55,835.00,Toronto,Rio de Janeiro,Loan,EUR,False
245.89,174.00,Stockholm,Rome,Refund,KRW,False
331.99,759.00,Paris,Athens,Debit,CAD,False
4824.42,659.00,Rome,Toronto,Loan,TRY,True
140.51,258.00,Sydney,London,Credit,CNY,False
375.80,431.00,New York,Amsterdam,Invoice,RUB,False
943.86,869.00,Dubai,New York,Transfer,SEK,False
668.34,555.00,Mumbai,New York,Payment,RUB,False
680.81,768.00,Tokyo,Tokyo,Deposit,NOK,False
858.96,268.00,Moscow,Paris,Exchange,NZD,True
450.67,369.00,Amsterdam,Toronto,Fee,GBP,False
264.75,614.00,Paris,Amsterdam,Refund,USD,False
200.23,720.00,London,Dubai,Payment,AUD,False
30.85,675.00,Paris,Mumbai,Refund,EUR,True
408.39,406.00,Berlin,New York,Deposit,EUR,False
580.71,489.00,Sydney,Dubai,Reimbursement,USD,False
1035.53,870.00,Stockholm,Dublin,Transfer,KRW,False
728.14,622.00,Toronto,Dublin,Purchase,JPY,True
320.43,388.00,Mexico City,Tokyo,Exchange,NZD,False
560.97,868.00,Athens,Dublin,Invoice,MXN,False
1460.69,356.00,Paris,Seoul,Withdrawal,CNY,True
793.68,811.00,Stockholm,Stockholm,Withdrawal,BRL,False
429.85,327.00,Rome,Tokyo,Debit,CHF,False
975.16,882.00,Athens,Paris,Loan,ZAR,False
1039.32,749.00,Rio de Janeiro,Toronto,Withdrawal,BRL,False
288.30,982.00,Berlin,Rome,Donation,NZD,False
44.01,306.00,Seoul,Dublin,Refund,HKD,False
1689.07,239.00,Tokyo,Cape Town,Loan,NOK,True
411.64,461.00,Mumbai,Stockholm,Subscription,INR,False
6540.76,996.00,Mexico City,Dubai,Credit,BRL,True
124.54,764.00,New York,Dubai,Withdrawal,SGD,False
138.04,178.00,Toronto,Athens,Payment,CNY,False
13.75,205.00,Mexico City,Berlin,Payment,CNY,False
956.44,885.00,London,Toronto,Purchase,ZAR,False
259.64,865.00,Dublin,Stockholm,Donation,NZD,False
165.53,274.00,London,London,Credit,CHF,False
172.40,386.00,Mumbai,Stockholm,Credit,KRW,False
1015.09,763.00,Paris,Stockholm,Debit,CNY,False
472.51,673.00,Toronto,Cape Town,Loan,INR,False
1310.42,914.00,Moscow,Berlin,Fee,TRY,False
766.97,851.00,Amsterdam,Moscow,Subscription,KRW,False
192.16,257.00,Mumbai,Stockholm,Credit,CNY,False
4555.30,731.00,Berlin,New York,Transfer,SGD,True
508.40,472.00,Dubai,Amsterdam,Subscription,EUR,False
235.19,722.00,Berlin,Helsinki,Donation,RUB,False
2731.45,839.00,Helsinki,Rio de Janeiro,Invoice,KRW,True
664.84,826.00,Dublin,Sydney,Exchange,HKD,True
379.12,770.00,Mumbai,Rome,Purchase,NOK,True
184.00,146.00,New York,Paris,Donation,GBP,False
33.25,103.00,Berlin,Dublin,Deposit,CAD,False
558.92,430.00,Dubai,Paris,Payment,USD,False
301.78,959.00,Stockholm,Dublin,Exchange,GBP,False
148.20,114.00,Stockholm,Mumbai,Payment,NOK,False
542.46,670.00,Athens,Toronto,Fee,KRW,False
1385.07,926.00,Rio de Janeiro,Helsinki,Subscription,USD,False
1109.89,894.00,Mumbai,Paris,Fee,USD,False
254.37,370.00,Toronto,Dubai,Loan,MXN,False
170.81,282.00,Mexico City,Dubai,Fee,NOK,False
1574.83,587.00,Rome,Tokyo,Debit,BRL,True
675.29,573.00,Helsinki,Sydney,Exchange,GBP,False
185.10,688.00,Seoul,Toronto,Subscription,ZAR,False
44.23,420.00,Helsinki,Dubai,Loan,CAD,True
246.68,965.00,Moscow,Sydney,Credit,USD,False
102.47,621.00,Paris,London,Exchange,CAD,False
126.69,628.00,Stockholm,Berlin,Debit,USD,False
225.99,715.00,Amsterdam,Berlin,Deposit,KRW,False
490.80,536.00,New York,Cape Town,Credit,BRL,False
1060.23,732.00,Helsinki,Mumbai,Exchange,EUR,False
222.24,539.00,New York,Dubai,Reimbursement,ZAR,False
788.21,760.00,New York,Sydney,Transfer,MXN,False
344.62,634.00,New York,Paris,Donation,INR,False
438.10,701.00,London,New York,Donation,CHF,False
749.92,929.00,Rio de Janeiro,Berlin,Subscription,SEK,False
535.81,743.00,Tokyo,Amsterdam,Withdrawal,NOK,False
281.89,277.00,Moscow,Cape Town,Fee,BRL,False
231.04,595.00,Seoul,Paris,Loan,CAD,False
92.37,354.00,Paris,London,Withdrawal,BRL,False
165.61,321.00,Rio de Janeiro,Dublin,Refund,MXN,False
1074.94,940.00,Amsterdam,Dubai,Reimbursement,SGD,False
15.47,106.00,New York,Seoul,Subscription,AUD,False
15.55,860.00,Rio de Janeiro,Stockholm,Loan,CNY,True
50.97,228.00,Rio de Janeiro,Rome,Transfer,NOK,False
388.84,718.00,London,Rome,Exchange,SGD,False
144.54,705.00,Stockholm,Tokyo,Exchange,BRL,False
539.55,456.00,Rio de Janeiro,Tokyo,Exchange,CHF,False
1002.99,779.00,Moscow,London,Exchange,INR,False
1869.97,515.00,Paris,Dubai,Transfer,MXN,True
8.95,953.00,Mumbai,Athens,Purchase,RUB,True
198.84,486.00,Mexico City,Moscow,Credit,CNY,False
372.21,588.00,Seoul,New York,Exchange,JPY,True
226.28,182.00,Mexico City,Cape Town,Debit,NZD,False
341.26,267.00,Dubai,Paris,Transfer,SEK,False
3005.89,544.00,Moscow,Helsinki,Subscription,GBP,True
762.72,597.00,Cape Town,New York,Reimbursement,NZD,False
4067.81,700.00,Paris,Moscow,Refund,JPY,True
864.81,720.00,Sydney,Cape Town,Fee,USD,False
81.13,871.00,Toronto,Helsinki,Debit,INR,False
102.10,621.00,Mumbai,Paris,Payment,NOK,False
405.28,648.00,London,Toronto,Donation,INR,False
67.23,447.00,Dubai,Rio de Janeiro,Debit,CAD,False
19.39,855.00,Toronto,New York,Loan,SGD,True
341.81,380.00,New York,Amsterdam,Donation,BRL,False
59.75,259.00,Berlin,Dubai,Fee,RUB,False
156.89,831.00,Sydney,Dubai,Transfer,MXN,False
489.86,707.00,Rio de Janeiro,Seoul,Exchange,GBP,False
631.27,448.00,Rome,Paris,Payment,TRY,False
906.34,631.00,Athens,Seoul,Transfer,ZAR,False
907.37,184.00,Mumbai,Stockholm,Loan,TRY,True
454.56,923.00,Sydney,Athens,Transfer,NZD,False
946.36,751.00,Amsterdam,Mumbai,Credit,HKD,True
706.95,617.00,Rio de Janeiro,Mexico City,Exchange,GBP,False
1321.54,937.00,Dubai,Cape Town,Loan,NOK,False
167.29,139.00,Rio de Janeiro,Dubai,Transfer,EUR,False
1039.60,910.00,Toronto,Athens,Deposit,MXN,False
986.43,972.00,Cape Town,London,Purchase,CNY,True
1188.50,888.00,London,Helsinki,Fee,GBP,False
163.33,113.00,Dublin,Dubai,Deposit,NOK,False
287.30,314.00,Seoul,Amsterdam,Invoice,CHF,False
361.59,734.00,Seoul,Sydney,Invoice,BRL,False
586.35,892.00,Stockholm,Paris,Debit,CHF,False
104.08,166.00,Mumbai,Mumbai,Reimbursement,SGD,True
140.09,108.00,Tokyo,London,Transfer,TRY,False
393.89,850.00,Sydney,Moscow,Loan,NZD,False
958.74,723.00,Cape Town,New York,Credit,USD,False
136.75,413.00,Amsterdam,Amsterdam,Transfer,AUD,False
671.23,732.00,Mumbai,Cape Town,Subscription,AUD,False
5978.16,974.00,Dublin,Rio de Janeiro,Subscription,CNY,True
1139.10,886.00,Dubai,Paris,Reimbursement,EUR,False
130.85,402.00,Sydney,Rome,Reimbursement,GBP,False
735.42,991.00,Athens,Athens,Payment,SEK,False
351.13,366.00,New York,Amsterdam,Subscription,INR,False
400.69,713.00,Cape Town,Berlin,Reimbursement,USD,False
155.48,340.00,Dubai,Dublin,Transfer,HKD,False
329.56,340.00,Dublin,Berlin,Payment,HKD,False
45.19,239.00,Tokyo,Seoul,Withdrawal,EUR,False
843.50,830.00,Berlin,Paris,Donation,USD,False
150.27,572.00,London,Berlin,Deposit,KRW,False
6.05,232.00,Helsinki,Dublin,Donation,RUB,False
73.86,162.00,Amsterdam,Amsterdam,Reimbursement,SEK,False
330.65,708.00,Berlin,Paris,Debit,GBP,False
28.63,336.00,Mumbai,Athens,Invoice,RUB,False
242.27,957.00,Seoul,Athens,Withdrawal,CAD,False
637.32,599.00,Berlin,Cape Town,Purchase,HKD,False
170.49,125.00,Rome,Rio de Janeiro,Fee,INR,False
1556.46,371.00,Sydney,Athens,Withdrawal,SEK,True
1097.74,807.00,Athens,Tokyo,Deposit,KRW,True
220.07,265.00,Dublin,Stockholm,Exchange,TRY,False
456.09,585.00,Moscow,Toronto,Purchase,USD,False
885.70,940.00,Dublin,Toronto,Credit,SEK,False
39.01,214.00,Amsterdam,Rome,Invoice,TRY,False
528.81,565.00,Paris,New York,Transfer,NOK,False
546.14,482.00,Paris,Tokyo,Credit,SEK,False
489.48,839.00,Helsinki,Seoul,Loan,ZAR,False
452.86,350.00,Mumbai,Amsterdam,Fee,NOK,False
1114.47,744.00,Cape Town,Sydney,Credit,GBP,False
112.34,189.00,Sydney,Mumbai,Exchange,NOK,False
761.46,659.00,Dublin,Tokyo,Donation,HKD,True
314.69,586.00,London,Helsinki,Purchase,KRW,True
316.77,318.00,Tokyo,Rome,Subscription,NOK,False
145.07,539.00,Stockholm,Rome,Exchange,SGD,False
309.58,278.00,New York,Berlin,Exchange,SEK,False
435.76,445.00,Rio de Janeiro,Paris,Purchase,SGD,True
18.89,387.00,Tokyo,Paris,Donation,RUB,False
462.52,468.00,Sydney,New York,Fee,JPY,False
267.54,617.00,Moscow,Dubai,Loan,USD,False
780.23,787.00,Amsterdam,Dubai,Payment,AUD,False
12.91,116.00,Sydney,Mumbai,Transfer,CAD,True
134.41,465.00,Dubai,Rio de Janeiro,Deposit,NZD,False
1180.45,710.00,Sydney,Paris,Invoice,EUR,False
673.61,525.00,Stockholm,Mexico City,Credit,GBP,False
232.98,502.00,Helsinki,Athens,Withdrawal,NOK,False
245.03,438.00,Athens,Seoul,Reimbursement,USD,False
670.15,609.00,London,Mumbai,Deposit,MXN,False
459.62,480.00,Rome,Paris,Transfer,CHF,False
84.65,113.00,Athens,Helsinki,Purchase,ZAR,True
402.20,539.00,Paris,Mumbai,Withdrawal,MXN,False
128.41,973.00,Sydney,Dubai,Invoice,ZAR,False
982.93,478.00,Mumbai,Sydney,Loan,GBP,False
106.38,121.00,Rio de Janeiro,Stockholm,Refund,SGD,False
142.52,114.00,Paris,Mexico City,Payment,INR,False
226.21,942.00,Paris,Mexico City,Refund,AUD,False
610.50,430.00,Tokyo,London,Invoice,BRL,False
674.75,570.00,Stockholm,Mumbai,Loan,JPY,False
179.09,795.00,Stockholm,Rio de Janeiro,Payment,RUB,False
3.17,122.00,Mexico City,Dublin,Loan,SEK,True
502.60,961.00,Helsinki,Rome,Exchange,INR,False
61.61,769.00,Athens,Mumbai,Refund,USD,True
427.94,312.00,Rio de Janeiro,Toronto,Debit,RUB,False
978.36,892.00,Cape Town,Sydney,Donation,CHF,False
426.84,451.00,Paris,Stockholm,Exchange,SGD,False
938.00,678.00,Mexico City,Cape Town,Donation,CHF,False
704.59,908.00,Toronto,Mumbai,Exchange,BRL,False
69.89,113.00,Cape Town,Mumbai,Invoice,AUD,True
587.70,648.00,Stockholm,Toronto,Payment,INR,False
261.48,182.00,Stockholm,Dubai,Payment,JPY,False
905.67,691.00,New York,Berlin,Refund,JPY,True
449.51,805.00,Dublin,London,Subscription,NZD,False
570.16,848.00,Amsterdam,Toronto,Subscription,CAD,False
371.59,770.00,Helsinki,Moscow,Credit,TRY,False
90.98,134.00,Tokyo,Seoul,Payment,USD,False
182.09,187.00,Cape Town,Mexico City,Donation,BRL,False
357.38,607.00,New York,Mumbai,Payment,KRW,False
63.48,302.00,Cape Town,Berlin,Payment,GBP,True
283.05,563.00,London,Stockholm,Debit,NOK,False
2049.10,620.00,New York,Rome,Debit,CNY,True
1028.56,734.00,Tokyo,Seoul,Debit,INR,False
997.61,464.00,Toronto,Amsterdam,Reimbursement,CAD,False
409.55,284.00,Cape Town,Helsinki,Donation,ZAR,False
179.93,281.00,London,London,Deposit,SEK,False
548.57,508.00,Amsterdam,Rome,Fee,BRL,False
360.55,505.00,Paris,Dubai,Donation,BRL,False
89.59,110.00,Dubai,Mumbai,Invoice,INR,False
196.49,447.00,Athens,Cape Town,Deposit,SGD,False
57.83,631.00,New York,Moscow,Payment,BRL,False
255.62,935.00,Moscow,Tokyo,Exchange,KRW,True
404.19,797.00,Toronto,Moscow,Invoice,SGD,False
1069.63,999.00,Mumbai,Mumbai,Subscription,AUD,False
1353.08,949.00,Cape Town,New York,Loan,ZAR,False
283.38,926.00,New York,Moscow,Withdrawal,EUR,False
461.05,429.00,London,Helsinki,Exchange,EUR,False
402.74,399.00,Cape Town,Rio de Janeiro,Refund,CHF,False
675.97,266.00,Paris,Paris,Loan,TRY,False
23.07,915.00,Amsterdam,Helsinki,Refund,RUB,False
1079.42,830.00,Dubai,Dublin,Loan,CAD,False
302.90,891.00,Rio de Janeiro,Toronto,Purchase,RUB,False
479.75,545.00,Athens,Athens,Fee,JPY,False
59.78,604.00,Mumbai,Dubai,Debit,CNY,False
215.26,194.00,Rio de Janeiro,Athens,Debit,GBP,False
150.64,109.00,Rome,Paris,Transfer,NOK,False
455.73,740.00,Helsinki,Helsinki,Withdrawal,NZD,False
613.07,874.00,Mumbai,Seoul,Refund,SGD,True
683.40,989.00,Cape Town,Dubai,Debit,NOK,False
968.47,650.00,Athens,Helsinki,Payment,HKD,False
309.53,901.00,Dubai,New York,Deposit,GBP,False
26.98,836.00,Mexico City,Athens,Exchange,GBP,False
387.58,284.00,Amsterdam,New York,Refund,MXN,False
215.33,746.00,Paris,Rio de Janeiro,Transfer,RUB,False
77.23,384.00,New York,Moscow,Exchange,INR,False
907.27,824.00,Mexico City,Helsinki,Subscription,BRL,False
5848.83,827.00,Moscow,Paris,Withdrawal,HKD,True
350.96,346.00,Amsterdam,Mexico City,Reimbursement,SEK,False
399.61,421.00,London,Paris,Withdrawal,KRW,False
733.01,502.00,Sydney,Rio de Janeiro,Reimbursement,NZD,False
188.42,603.00,Dublin,Paris,Transfer,NZD,False
3247.76,931.00,Moscow,Paris,Loan,RUB,True
420.17,489.00,Toronto,Amsterdam,Exchange,BRL,False
532.14,359.00,Berlin,Mexico City,Loan,INR,False
50.94,175.00,Mexico City,Toronto,Reimbursement,INR,False
166.25,221.00,Stockholm,Berlin,Subscription,INR,False
122.63,352.00,Dubai,Rio de Janeiro,Loan,JPY,True
358.30,920.00,London,Amsterdam,Debit,BRL,False
96.18,462.00,Athens,Cape Town,Debit,JPY,False
807.28,686.00,Seoul,Toronto,Credit,INR,False
357.84,610.00,Mexico City,Dubai,Withdrawal,ZAR,False
411.42,306.00,Toronto,Helsinki,Deposit,INR,False
1133.62,918.00,Moscow,Amsterdam,Exchange,NZD,False
805.94,708.00,Paris,Helsinki,Donation,SGD,False
481.38,383.00,Helsinki,Paris,Invoice,SGD,True
368.69,801.00,Mexico City,Mumbai,Invoice,JPY,True
646.11,523.00,Amsterdam,Helsinki,Fee,CAD,False
454.48,314.00,Moscow,Cape Town,Payment,MXN,False
6314.18,845.00,London,Rio de Janeiro,Credit,SEK,True
1147.66,798.00,Rome,Sydney,Refund,NZD,True
295.21,303.00,Cape Town,Moscow,Fee,KRW,False
469.56,521.00,Helsinki,Seoul,Payment,INR,False
18.43,174.00,London,Dubai,Purchase,CHF,True
735.97,560.00,Paris,Rio de Janeiro,Donation,RUB,False
42.18,207.00,Berlin,London,Donation,RUB,False
5.63,388.00,Paris,Stockholm,Deposit,KRW,False
70.28,597.00,Berlin,Athens,Loan,EUR,True
850.42,948.00,Sydney,London,Reimbursement,KRW,False
110.85,425.00,Dubai,Toronto,Payment,EUR,False
613.23,689.00,Sydney,New York,Invoice,CNY,False
142.75,141.00,Athens,Helsinki,Refund,NZD,False
149.32,126.00,Amsterdam,Seoul,Purchase,USD,True
520.14,778.00,Helsinki,Sydney,Credit,SEK,False
1270.39,960.00,Athens,Dublin,Transfer,CHF,False
107.84,635.00,Dublin,Rome,Loan,ZAR,True
490.22,358.00,Dubai,Toronto,Donation,CHF,False
443.20,360.00,Seoul,Seoul,Withdrawal,NOK,False
958.52,655.00,Mexico City,New York,Credit,GBP,False
145.85,804.00,London,Moscow,Reimbursement,KRW,False
457.47,376.00,Amsterdam,Dubai,Deposit,EUR,False
