TransactionAmount,AverageTransactionAmount,CustomerLocation,RecipientLocation,TransactionType,CurrencyType,Timestamp,RiskLabel
16009.81,6915.93,Tajikistan,Zimbabwe,Standing Order,CHF,2025-01-01 00:00:00,1

16697.66,13101.25,Japan,Israel,Mobile Payment,SAR,2025-01-01 00:00:00,1

2576.43,1548.41,Malaysia,Saint Kitts and Nevis,Credit Card Payment,CZK,2025-01-01 00:00:00,1

13790.19,6796.84,Mauritius,Suriname,Gift Card Purchase,BRL,2025-01-01 00:00:00,1

15116.48,11021.21,Botswana,Romania,External Transfer,PLN,2025-01-01 00:00:00,1

2765.25,2065.02,Micronesia, Federated States of,Barbados,Point of Sale (POS) Purchase,KRW,2025-01-01 00:00:00,1

16072.69,8027.73,Serbia,Canada,Foreign Currency Exchange,EUR,2025-01-01 00:00:00,1

8031.4,5025.37,Guatemala,Andorra,Online Transfer,MXN,2025-01-01 00:00:00,1

2744.89,1312.14,Botswana,The Bahamas,Subscription Payment,RON,2025-01-01 00:00:00,1

15605.71,11761.37,Morocco,Togo,ATM Withdrawal,USD,2025-01-01 00:00:00,1

7154.45,4041.55,Bhutan,South Sudan,Merchant Settlement,DKK,2025-01-01 00:00:00,1

7313.04,4890.29,Bhutan,Cameroon,Cash Advance,AUD,2025-01-01 00:00:00,1

7800.05,3516.15,Solomon Islands,Cyprus,Standing Order,AUD,2025-01-01 00:00:00,1

19234.11,15372.96,Grenada,India,Check Deposit,BRL,2025-01-01 00:00:00,1

7985.44,5989.44,Croatia,Thailand,International Transfer,NZD,2025-01-01 00:00:00,1

14247.69,6767.32,Chile,Venezuela,Card Payment,CHF,2025-01-01 00:00:00,1

8724.92,5707.7,Germany,Nepal,ATM Withdrawal,THB,2025-01-01 00:00:00,1

18172.52,11114.66,Ethiopia,Uzbekistan,Card Payment,PLN,2025-01-01 00:00:00,1

19000.33,14411.35,Kenya,Samoa,Withdrawal,ILS,2025-01-01 00:00:00,1

8966.17,6313.51,Haiti,Burkina Faso,Foreign Currency Exchange,CHF,2025-01-01 00:00:00,1

12148.36,6035.88,Haiti,Finland,Interest Credit,NOK,2025-01-01 00:00:00,1

627.57,529.26,Sudan,Peru,Mortgage Payment,AED,2025-01-01 00:00:00,0

3690.82,2591.59,Nicaragua,Trinidad and Tobago,Deposit,BRL,2025-01-01 00:00:00,1

14752.63,8681.93,Mozambique,Saudi Arabia,Card Payment,MYR,2025-01-01 00:00:00,1

2795.96,1256.06,Iraq,United Arab Emirates,Gift Card Purchase,HKD,2025-01-01 00:00:00,1

2982.5,2232.19,Saint Kitts and Nevis,Uruguay,Foreign Currency Exchange,HUF,2025-01-01 00:00:00,1

10924.69,9074.08,Paraguay,Belgium,Cash Advance,DKK,2025-01-01 00:00:00,1

16707.57,11660.33,Comoros,China,Subscription Payment,CAD,2025-01-01 00:00:00,1

2165.63,1285.19,Croatia,Thailand,Fee Charge,MYR,2025-01-01 00:00:00,1

19142.69,12220.89,Marshall Islands,Uruguay,ATM Withdrawal,IDR,2025-01-01 00:00:00,1

18763.69,13479.96,Nigeria,Nigeria,Deposit,DKK,2025-01-01 00:00:00,0

4574.49,3855.01,Benin,Palau,Merchant Settlement,USD,2025-01-01 00:00:00,1

11646.64,6062.81,Denmark,Honduras,Merchant Settlement,THB,2025-01-01 00:00:00,1

19920.36,11517.23,Saint Kitts and Nevis,Ecuador,Subscription Payment,GBP,2025-01-01 00:00:00,1

10898.6,6638.8,Ukraine,Antigua and Barbuda,Point of Sale (POS) Purchase,INR,2025-01-01 00:00:00,1

14968.19,12606.11,Zambia,Myanmar (Burma),Fee Charge,NOK,2025-01-01 00:00:00,1

7659.0,4050.42,Malaysia,Poland,Card Payment,USD,2025-01-01 00:00:00,1

15042.01,8990.81,Djibouti,Switzerland,Foreign Currency Exchange,BRL,2025-01-01 00:00:00,1

3374.18,2835.15,Cambodia,Eritrea,Withdrawal,SAR,2025-01-01 00:00:00,1

11164.85,8750.81,Latvia,Barbados,Foreign Remittance,NZD,2025-01-01 00:00:00,1

13587.37,6357.61,Eritrea,Dominica,Withdrawal,ILS,2025-01-01 00:00:00,1

2945.91,2172.35,Korea, North,Poland,Top-up,SGD,2025-01-01 00:00:00,1

6702.63,5236.88,Uzbekistan,Kosovo,Deposit,CLP,2025-01-01 00:00:00,1

4157.64,1719.06,Hungary,Ethiopia,Merchant Settlement,BRL,2025-01-01 00:00:00,1

11631.71,7089.07,Indonesia,Colombia,Check Withdrawal,MYR,2025-01-01 00:00:00,1

7223.02,3502.05,Mali,Equatorial Guinea,External Transfer,BRL,2025-01-01 00:00:00,1

8309.24,6833.02,Liberia,Senegal,Deposit,EUR,2025-01-01 00:00:00,1

19205.13,16736.87,Austria,Guatemala,Fee Charge,THB,2025-01-01 00:00:00,1

17762.11,7696.54,United Arab Emirates,Angola,Prepaid Card Load,KRW,2025-01-01 00:00:00,1

9257.58,7577.54,Niger,Estonia,Merchant Settlement,USD,2025-01-01 00:00:00,1

13612.69,10003.75,Jordan,Guatemala,Cash Advance,BRL,2025-01-01 00:00:00,1

13786.0,6894.26,Brazil,Russia,International Transfer,SEK,2025-01-01 00:00:00,1

5827.04,3970.92,China,Israel,Debit Card Payment,MXN,2025-01-01 00:00:00,1

46.99,29.83,Afghanistan,Nicaragua,Standing Order,COP,2025-01-01 00:00:00,0

13991.52,6533.17,Uganda,Tajikistan,Debit Card Payment,NZD,2025-01-01 00:00:00,1

13556.54,6648.52,Malawi,Palau,Merchant Settlement,RUB,2025-01-01 00:00:00,1

5821.35,3933.53,Djibouti,Somalia,Withdrawal,CAD,2025-01-01 00:00:00,1

1824.02,1091.64,Lesotho,Swaziland,Mobile Payment,CHF,2025-01-01 00:00:00,0

6597.89,5059.23,San Marino,Togo,External Transfer,PLN,2025-01-01 00:00:00,1

4416.62,2035.82,Dominica,Italy,Loan Payment,MXN,2025-01-01 00:00:00,1

14304.62,11124.55,Monaco,United States of America,Prepaid Card Load,ILS,2025-01-01 00:00:00,1

128.02,111.91,South Africa,Venezuela,Bill Payment,PHP,2025-01-01 00:00:00,0

6115.08,5031.75,France,Ghana,Check Deposit,BRL,2025-01-01 00:00:00,1

4494.86,3584.68,Malaysia,Lithuania,Cash Advance,CNY,2025-01-01 00:00:00,1

18416.33,12330.95,Djibouti,Egypt,Direct Debit,USD,2025-01-01 00:00:00,1

14350.23,10616.72,Congo, Democratic Republic of the,Burkina Faso,Direct Debit,RON,2025-01-01 00:00:00,1

19810.51,12165.44,Vanuatu,Taiwan,Loan Payment,IDR,2025-01-01 00:00:00,1

10249.85,7850.08,Morocco,Netherlands,Card Payment,KRW,2025-01-01 00:00:00,1

18237.78,9972.13,Saint Lucia,Saudi Arabia,Standing Order,CZK,2025-01-01 00:00:00,1

2316.95,951.28,Tajikistan,Mauritius,External Transfer,CLP,2025-01-01 00:00:00,1

7402.66,5623.29,Malta,Turkmenistan,Merchant Settlement,PHP,2025-01-01 00:00:00,1

13438.81,11925.41,Vietnam,Jordan,Merchant Settlement,AED,2025-01-01 00:00:00,1

16797.2,12949.4,Belarus,Korea, North,Salary Payment,INR,2025-01-01 00:00:00,1

16667.41,13054.88,Slovakia,Netherlands,Fee Charge,KRW,2025-01-01 00:00:00,1

1130.13,960.2,Brazil,Guatemala,Interest Debit,CZK,2025-01-01 00:00:00,0

2210.72,1791.25,Monaco,Chile,Standing Order,CNY,2025-01-01 00:00:00,1

4700.31,2723.34,Egypt,Australia,Card Payment,SEK,2025-01-01 00:00:00,1

11591.27,6756.21,Malawi,Australia,Mortgage Payment,ILS,2025-01-01 00:00:00,1

16998.31,11630.44,Guinea-Bissau,United States of America,Deposit,SGD,2025-01-01 00:00:00,1

15902.07,13926.97,Nauru,Rwanda,Subscription Payment,MYR,2025-01-01 00:00:00,1

1511.81,1146.39,Papua New Guinea,Haiti,Debit Card Payment,DKK,2025-01-01 00:00:00,0

3165.31,1662.23,Tunisia,Poland,Bill Payment,AUD,2025-01-01 00:00:00,1

17169.07,13532.07,Poland,Tajikistan,ATM Deposit,EUR,2025-01-01 00:00:00,1

5015.64,2332.85,Monaco,Bosnia and Herzegovina,Bill Payment,RON,2025-01-01 00:00:00,1

13693.51,10082.98,Montenegro,Brunei,Fee Charge,CHF,2025-01-01 00:00:00,1

12090.7,6607.68,Macedonia,Canada,Direct Debit,MXN,2025-01-01 00:00:00,1

2178.98,969.56,Albania,Peru,Withdrawal,MYR,2025-01-01 00:00:00,1

5428.95,2347.91,Slovakia,Ireland,P2P Transfer,DKK,2025-01-01 00:00:00,1
1365.55,1566.53,Tunisia,Bosnia and Herzegovina,Card Payment,SEK,2025-12-26 15:15:17,0

11262.07,6003.23,Singapore,Mexico,P2P Transfer,USD,2025-02-08 06:21:12,1

14437.99,13552.71,Korea, North,Maldives,Reversal,SAR,2025-09-04 04:18:12,1

3876.6,4162.03,Bulgaria,Mauritania,Foreign Remittance,HUF,2025-03-27 13:47:52,1

14010.87,11883.91,Kenya,Mexico,Credit Card Payment,NOK,2025-11-23 11:28:00,1

1397.79,1063.31,Myanmar (Burma),Egypt,Card Payment,MXN,2025-10-03 21:37:57,0

18773.39,9734.22,Uzbekistan,Serbia,Wire Transfer,USD,2025-12-26 18:29:53,1

19328.95,10641.36,Ghana,Croatia,P2P Transfer,IDR,2025-07-06 21:16:36,1

5966.44,3170.11,Moldova,Guinea,Interest Debit,THB,2025-06-30 04:48:54,1

8622.36,9370.33,Saint Vincent and the Grenadines,Botswana,Fee Charge,PHP,2025-11-08 20:52:24,1

1016.97,632.7,Belize,Sweden,Internal Transfer,INR,2025-11-04 02:10:21,0

6246.5,6203.36,Japan,Nauru,Cash Advance,CNY,2025-07-24 12:10:21,1

13396.48,7125.52,Azerbaijan,Barbados,Mobile Payment,AED,2025-12-13 00:28:28,1

8403.13,5500.23,Sri Lanka,United States of America,Debit Card Payment,MXN,2025-04-01 08:43:07,1

7765.17,4835.35,Togo,Portugal,Direct Debit,ILS,2025-02-16 05:17:32,1

4447.83,4605.96,Bosnia and Herzegovina,Cambodia,Interest Debit,BRL,2025-05-27 08:08:14,1

3339.85,3219.56,Moldova,Tanzania,Card Payment,KRW,2025-08-24 12:04:55,1

1679.71,929.59,Cote d'Ivoire,Turkmenistan,Internal Transfer,IDR,2025-05-15 23:41:37,0

7744.3,8032.3,El Salvador,Saint Kitts and Nevis,Withdrawal,AUD,2025-07-28 23:17:04,1

3884.93,3882.36,Taiwan,Mongolia,Check Withdrawal,DKK,2025-03-04 19:45:19,1

19660.9,20596.2,Sao Tome and Principe,Samoa,ATM Withdrawal,HKD,2025-08-09 18:12:17,1

14306.52,8609.21,Barbados,Slovenia,Debit Card Payment,BRL,2025-02-01 03:08:31,1

19348.05,22220.34,Bosnia and Herzegovina,Israel,Bill Payment,PLN,2025-04-28 10:53:55,1

19606.07,21188.87,Belize,Iran,Interest Credit,PHP,2025-02-16 00:17:53,1

1680.7,1246.21,Croatia,Kazakhstan,Credit Card Payment,USD,2025-09-30 18:26:39,0

19305.41,15344.2,Marshall Islands,Sweden,Point of Sale (POS) Purchase,EUR,2025-07-31 17:48:37,1

12617.54,13638.31,Philippines,Malaysia,Subscription Payment,DKK,2025-04-12 23:37:34,1

9904.73,10613.21,Saudi Arabia,Vanuatu,Cash Advance,SEK,2025-11-29 01:28:31,1

15620.05,8431.43,Cape Verde,Somalia,ATM Withdrawal,TRY,2025-04-05 09:27:24,1

4036.66,3637.72,Estonia,Uganda,ATM Deposit,CLP,2025-02-05 12:38:13,1

1618.59,1480.35,Senegal,Chile,Subscription Payment,PLN,2025-02-12 17:09:16,1

10945.79,9911.91,Azerbaijan,Kazakhstan,Foreign Currency Exchange,TRY,2025-10-04 13:07:31,1

16605.65,13000.77,Burkina Faso,Monaco,Interest Debit,MXN,2025-03-10 07:07:10,1

12049.79,8645.08,Malawi,Norway,Foreign Remittance,IDR,2025-07-31 04:53:53,1

12057.9,11643.81,Azerbaijan,Bahrain,Fee Charge,AUD,2025-10-06 23:25:40,1

869.92,650.99,Papua New Guinea,Marshall Islands,Deposit,KRW,2025-12-13 14:09:27,1

11355.88,11058.06,Liechtenstein,Armenia,Loan Payment,CLP,2025-07-11 08:19:46,1

9685.17,6643.27,Cyprus,The Bahamas,Prepaid Card Load,CAD,2025-09-08 18:09:35,1

15967.56,18328.89,Albania,Papua New Guinea,Check Deposit,EUR,2025-03-14 04:09:16,1

16558.35,8458.45,Central African Republic,Cuba,Standing Order,RUB,2025-03-15 18:28:44,1

14204.7,14411.41,The Bahamas,India,Point of Sale (POS) Purchase,CAD,2025-08-20 23:31:58,1

13689.67,12120.35,Cape Verde,Germany,Refund,CNY,2025-01-22 12:20:59,1

18805.59,14545.58,Namibia,Eritrea,Wire Transfer,COP,2025-04-23 07:38:47,1

1843.11,1721.16,Belarus,Sierra Leone,Salary Payment,CHF,2025-09-28 19:17:37,0

6110.83,4007.52,Saint Vincent and the Grenadines,Cameroon,Credit Card Payment,NZD,2025-02-26 05:54:00,1

1740.97,2084.61,Jordan,Monaco,Interest Credit,CHF,2025-03-01 04:47:53,0

12794.11,10529.86,Algeria,Belgium,Direct Debit,DKK,2025-12-29 22:22:45,1

19347.03,21322.86,Lesotho,Pakistan,Point of Sale (POS) Purchase,MYR,2025-08-03 19:30:44,1

17663.23,20329.21,South Sudan,Turkmenistan,Bill Payment,NZD,2025-06-28 01:57:33,1

19214.22,11761.11,Netherlands,Netherlands,Merchant Settlement,HUF,2025-03-22 12:15:53,1

7047.61,5480.95,Saint Kitts and Nevis,New Zealand,Card Payment,CLP,2025-02-08 02:19:33,1

4541.02,5182.94,Lesotho,Saint Vincent and the Grenadines,Foreign Remittance,ZAR,2025-08-05 02:33:07,1

16151.54,19310.14,Cuba,Estonia,Batch Payment,NOK,2025-12-09 05:01:48,1

2682.54,2327.79,Bosnia and Herzegovina,Liechtenstein,Fee Charge,MYR,2025-11-28 11:30:30,1

13968.75,12692.79,Venezuela,Cote d'Ivoire,Salary Payment,CNY,2025-10-04 20:39:53,1

543.45,358.5,Georgia,Brazil,Wire Transfer,NZD,2025-08-10 19:00:35,0

10933.48,7684.44,Somalia,Togo,Merchant Settlement,CLP,2025-02-11 04:33:01,1

8720.5,7658.37,Benin,Taiwan,Direct Debit,HUF,2025-10-06 05:13:42,1

17710.41,10177.75,Sao Tome and Principe,Switzerland,Wire Transfer,GBP,2025-01-18 19:32:30,1

6866.97,7129.73,Niger,Burkina Faso,ATM Withdrawal,TWD,2025-07-24 06:17:10,1

1030.38,629.96,Tajikistan,Benin,Online Transfer,TWD,2025-06-20 11:30:34,0

11078.89,10693.86,Uzbekistan,Norway,Wire Transfer,HKD,2025-08-21 13:49:32,1

5630.25,4956.87,Tonga,Jamaica,Online Transfer,SGD,2025-09-15 20:02:05,1

5575.17,3620.05,Guyana,Canada,Direct Debit,HKD,2025-01-22 00:01:09,1

11856.54,11995.55,Peru,Hungary,Merchant Settlement,HKD,2025-10-20 20:52:13,1

15358.95,17540.41,Uruguay,Afghanistan,Credit Card Payment,RON,2025-05-15 03:55:21,1

7790.67,4583.68,Panama,Saudi Arabia,Insurance Payment,ILS,2025-12-10 20:55:30,1

8366.04,7758.87,Kazakhstan,Brunei,P2P Transfer,TRY,2025-05-15 13:28:28,1

5522.67,3089.09,Malaysia,Israel,Wire Transfer,AED,2025-05-23 03:26:50,1

11754.48,6261.76,Jordan,Guatemala,Mobile Payment,SGD,2025-05-02 15:01:14,1

14397.09,7903.94,Qatar,South Sudan,P2P Transfer,ILS,2025-03-15 12:42:21,1

1426.42,1036.99,Tajikistan,Zimbabwe,Interest Credit,KRW,2025-05-17 14:17:00,1

19852.57,15975.28,Sri Lanka,Brazil,Foreign Currency Exchange,CNY,2025-10-15 10:44:20,1

4748.99,5590.58,Korea, South,Seychelles,Standing Order,USD,2025-09-07 08:32:13,1

14003.9,10463.44,Sierra Leone,Mali,Refund,RON,2025-02-24 09:45:40,1

11510.92,10302.13,Iraq,Jamaica,Debit Card Payment,JPY,2025-05-07 13:50:52,1

17346.67,14743.9,Latvia,Hungary,Insurance Payment,EUR,2025-12-17 23:29:06,1

17844.28,14132.97,Bolivia,Egypt,Subscription Payment,HKD,2025-10-12 10:17:27,1

11622.08,12010.73,Bangladesh,Germany,P2P Transfer,TWD,2025-05-03 02:45:19,1

8546.09,5369.14,Paraguay,Denmark,Gift Card Purchase,DKK,2025-06-27 09:04:36,1

9023.53,6218.99,Uganda,Belgium,Check Deposit,MXN,2025-11-20 07:43:26,1

2818.88,3134.84,Philippines,Switzerland,Mobile Payment,SAR,2025-12-06 18:54:46,1

12360.57,10016.25,Guinea,Bahrain,ATM Deposit,NOK,2025-05-13 09:26:08,1

9647.63,8332.4,Belgium,Honduras,ATM Deposit,ILS,2025-08-16 00:34:45,1

6090.29,5106.25,Brazil,Mali,Check Withdrawal,DKK,2025-01-27 20:10:10,1

19492.89,11329.53,Eritrea,Uruguay,Card Payment,NZD,2025-07-10 18:08:17,1

8491.38,8852.83,Macedonia,Serbia,Check Deposit,CZK,2025-11-15 01:28:40,1

5204.36,4661.01,Zimbabwe,Switzerland,ATM Withdrawal,HKD,2025-09-12 05:30:36,1

7871.76,9183.75,Greece,Kiribati,Interest Debit,COP,2025-09-26 17:26:03,1

17116.37,10148.69,Barbados,South Africa,Salary Payment,CHF,2025-11-26 16:55:27,1

2866.46,3219.82,The Gambia,Costa Rica,Foreign Remittance,CLP,2025-01-03 14:38:25,1

9438.8,6252.6,Brunei,Nepal,Foreign Remittance,IDR,2025-01-26 03:09:10,1

17734.54,16369.39,Morocco,Belize,Insurance Payment,RON,2025-05-06 14:22:28,1

11555.61,13233.59,Ecuador,Mauritania,Debit Card Payment,NOK,2025-06-07 04:57:04,1

8215.26,4230.02,Kosovo,Cote d'Ivoire,Gift Card Purchase,IDR,2025-11-28 06:40:04,1

6691.57,4834.33,Andorra,Sudan,Online Transfer,ILS,2025-11-25 00:37:18,1

17566.03,19306.9,Ethiopia,Brazil,Check Deposit,HUF,2025-05-16 20:29:07,1

19541.14,11932.61,Sri Lanka,Iraq,Reversal,EUR,2025-09-09 10:34:36,1

15432.29,11502.26,Syria,Lesotho,Check Deposit,COP,2025-02-26 14:57:23,1

9878.08,6260.49,Sudan,Malta,Interest Debit,NZD,2025-06-18 11:50:46,1

5233.95,3662.95,Benin,Saudi Arabia,P2P Transfer,CHF,2025-07-01 17:00:14,1

6844.09,8155.63,Central African Republic,Bangladesh,Top-up,COP,2025-09-08 06:42:01,1

4348.88,2886.74,Niger,Sudan,External Transfer,NZD,2025-10-09 08:49:17,1

13754.35,12738.17,Botswana,Uganda,Foreign Currency Exchange,KRW,2025-04-02 04:57:17,1

15919.92,11304.86,Hungary,Congo, Republic of the,Direct Debit,CZK,2025-07-24 17:42:58,1

7159.05,4121.7,East Timor (Timor-Leste),Bhutan,Top-up,MYR,2025-05-24 08:55:27,1

2117.61,1443.71,Andorra,Bhutan,Insurance Payment,DKK,2025-07-17 18:57:35,1

1275.53,1022.26,Australia,Papua New Guinea,Foreign Remittance,MXN,2025-03-21 02:32:14,0

17227.76,13914.37,Senegal,Portugal,Deposit,KRW,2025-01-07 23:20:15,1

13612.86,7175.46,Cuba,Mongolia,Insurance Payment,NZD,2025-12-11 13:08:16,1

14156.07,16177.21,Saint Vincent and the Grenadines,Kuwait,External Transfer,SGD,2025-03-27 17:16:49,1

7234.99,5605.38,Namibia,Vanuatu,Wire Transfer,PLN,2025-05-24 11:18:59,1

3262.52,2911.45,Samoa,Qatar,Merchant Settlement,AED,2025-05-03 14:21:47,1

5915.08,6154.2,Georgia,Bhutan,Loan Payment,TRY,2025-05-30 06:07:10,1

16843.12,16473.52,Tanzania,Nauru,Direct Debit,PLN,2025-08-18 16:53:33,1

7912.95,5664.43,Israel,Kazakhstan,Internal Transfer,NZD,2025-01-24 12:52:05,1

277.87,298.97,Bahrain,Libya,Check Withdrawal,CAD,2025-05-04 07:03:05,1

16179.41,18444.04,Pakistan,Cape Verde,Bill Payment,RUB,2025-09-14 20:14:51,1

5039.03,4177.54,Uganda,Venezuela,Bill Payment,RUB,2025-05-09 22:24:34,1

2742.22,2332.74,Liechtenstein,Ethiopia,Deposit,MYR,2025-01-20 23:01:19,1

10025.66,6902.86,United States of America,Montenegro,Deposit,TWD,2025-04-24 16:59:19,1

14113.28,10155.25,Tunisia,Cape Verde,Insurance Payment,HKD,2025-01-10 18:10:50,1

8346.28,7030.17,Kyrgyzstan,Korea, South,Foreign Remittance,CLP,2025-02-19 02:05:55,1

9010.42,4594.51,Philippines,Poland,Bill Payment,TRY,2025-12-17 08:35:15,1

2290.11,2690.97,Yemen,Peru,Check Withdrawal,BRL,2025-06-21 19:39:21,1

3810.26,2969.51,Georgia,Malaysia,Foreign Currency Exchange,MYR,2025-08-28 13:13:47,1

11591.08,13259.67,Ireland,Cameroon,Check Withdrawal,AED,2025-01-23 15:30:54,1

14316.92,11001.85,Liechtenstein,Moldova,Reversal,EUR,2025-09-18 05:02:00,1

15659.02,13571.81,Vatican City (Holy See),East Timor (Timor-Leste),Point of Sale (POS) Purchase,SGD,2025-01-03 04:00:29,1

3618.58,1944.42,Netherlands,Guinea-Bissau,Subscription Payment,ILS,2025-03-11 18:31:24,1

13375.26,14310.0,Slovenia,Guinea,Wire Transfer,HKD,2025-11-07 17:12:14,1

10513.83,6648.46,The Gambia,Equatorial Guinea,Bill Payment,CLP,2025-06-15 06:18:53,1

5751.41,5943.56,Colombia,Mozambique,Wire Transfer,ILS,2025-03-27 17:27:33,1

716.76,695.63,Sierra Leone,Korea, South,Credit Card Payment,IDR,2025-12-24 20:58:16,0

1445.2,1640.76,Syria,Cote d'Ivoire,Foreign Currency Exchange,ZAR,2025-01-27 03:22:25,0

3182.91,3526.87,Belarus,Yemen,Interest Debit,HKD,2025-07-06 01:41:39,1

16757.43,15667.04,Oman,Saint Lucia,Cash Advance,USD,2025-03-29 15:01:49,1

8069.45,5725.52,Sao Tome and Principe,Mongolia,ATM Withdrawal,CHF,2025-05-28 05:43:54,1

4517.75,3384.53,Hungary,Argentina,Point of Sale (POS) Purchase,EUR,2025-08-08 04:52:21,1

15126.65,10037.99,Germany,Seychelles,Subscription Payment,NOK,2025-05-09 19:53:38,1

200.42,207.78,East Timor (Timor-Leste),Belarus,P2P Transfer,SGD,2025-08-14 18:40:45,0

19490.52,17769.46,Cuba,Liberia,Bill Payment,BRL,2025-10-31 08:41:55,1

9041.77,10280.33,Somalia,Kuwait,External Transfer,AUD,2025-12-20 12:38:33,1

5903.19,5087.84,Serbia,Slovakia,Direct Debit,COP,2025-08-23 01:15:54,1

17123.34,11056.51,Zimbabwe,Belarus,Prepaid Card Load,THB,2025-10-19 22:55:25,1

13730.25,7815.42,Fiji,Portugal,Foreign Remittance,HUF,2025-10-14 20:58:04,1

17225.03,17625.09,Tuvalu,Bulgaria,Mobile Payment,CAD,2025-08-27 20:26:31,1

18205.75,17450.29,Serbia,Denmark,Online Transfer,USD,2025-10-04 20:37:25,1

18572.3,10000.82,Mexico,Dominican Republic,ATM Deposit,THB,2025-09-02 03:52:49,1

12535.68,12490.25,Brazil,United Kingdom,Credit Card Payment,NZD,2025-11-11 22:22:15,1

11576.8,6418.69,Suriname,Vietnam,Salary Payment,INR,2025-03-04 09:40:47,1

10470.62,9454.43,Togo,Romania,External Transfer,CAD,2025-11-30 21:12:46,1

15343.82,9136.92,Macedonia,The Bahamas,Merchant Settlement,IDR,2025-03-13 09:25:43,1

2883.66,2326.78,Uzbekistan,Nicaragua,P2P Transfer,PLN,2025-01-06 23:51:47,1

7780.96,6244.56,Solomon Islands,Korea, North,Check Withdrawal,JPY,2025-07-12 05:30:27,1

86.75,96.86,Saint Vincent and the Grenadines,Monaco,Loan Payment,HUF,2025-03-04 13:50:47,0

453.07,483.63,Jamaica,Trinidad and Tobago,Deposit,GBP,2025-06-17 10:27:54,0

14910.78,10998.63,Marshall Islands,El Salvador,Internal Transfer,THB,2025-07-02 00:04:02,1

2326.38,1594.46,Ecuador,Qatar,Credit Card Payment,SEK,2025-09-29 13:48:31,1

11348.47,12894.8,Solomon Islands,Jamaica,Deposit,JPY,2025-09-06 06:42:56,1

1778.82,1829.44,Montenegro,Botswana,ATM Withdrawal,GBP,2025-08-23 11:56:50,1

10894.62,12806.65,Guinea-Bissau,The Bahamas,International Transfer,GBP,2025-05-18 20:46:54,1

17428.38,15737.01,Zimbabwe,Samoa,Interest Debit,HUF,2025-06-18 07:15:46,1

11555.58,9142.7,China,Algeria,Standing Order,GBP,2025-12-05 20:40:27,1

6928.14,6482.32,Georgia,Costa Rica,Check Withdrawal,CAD,2025-05-13 20:51:32,1

4170.11,2703.88,Monaco,Zimbabwe,Prepaid Card Load,CLP,2025-08-21 22:18:32,1

6662.1,4681.97,France,Honduras,Foreign Currency Exchange,SGD,2025-03-30 00:18:04,1

1401.59,1076.22,Trinidad and Tobago,Tajikistan,P2P Transfer,EUR,2025-10-23 17:37:59,1

6422.41,7486.03,Mauritania,Norway,Interest Credit,PLN,2025-04-26 16:07:58,1

11213.61,7091.24,Spain,Togo,Subscription Payment,CAD,2025-10-30 23:56:34,1

19985.63,16980.65,Israel,East Timor (Timor-Leste),Online Transfer,PHP,2025-03-26 14:42:04,1

6977.39,5556.54,Netherlands,Albania,Refund,SGD,2025-06-01 00:25:27,1

195.01,199.78,Kiribati,Denmark,Card Payment,PLN,2025-11-09 04:22:36,0

17941.44,20288.39,Mauritania,Iran,Salary Payment,MYR,2025-09-12 03:29:06,1

6941.22,5185.78,Norway,Australia,ATM Withdrawal,AUD,2025-04-05 19:26:07,1

4220.17,2987.95,Andorra,Saudi Arabia,Check Deposit,AUD,2025-03-05 01:27:33,1

19101.02,15657.81,Marshall Islands,India,Reversal,TWD,2025-07-20 22:45:55,1

19100.63,13256.66,Korea, North,The Gambia,Subscription Payment,KRW,2025-08-13 00:19:21,1

9763.87,9887.05,Kyrgyzstan,Qatar,Foreign Currency Exchange,DKK,2025-12-29 07:19:12,1

11088.36,12047.19,Bangladesh,Poland,Cash Advance,IDR,2025-03-27 09:06:52,1

18343.06,14338.74,Korea, South,Qatar,Interest Credit,MXN,2025-12-20 20:15:07,1

1827.19,1167.79,Taiwan,Czech Republic,Card Payment,USD,2025-03-20 18:49:01,1

7058.62,5354.04,Laos,Namibia,Point of Sale (POS) Purchase,SEK,2025-08-07 18:51:04,1

10107.57,10767.76,Congo, Democratic Republic of the,Libya,Gift Card Purchase,AED,2025-04-28 01:52:21,1

13508.17,12523.74,Bangladesh,Italy,ATM Withdrawal,RUB,2025-10-16 05:30:39,1

9803.13,5438.93,Sao Tome and Principe,Belgium,ATM Deposit,COP,2025-11-19 11:41:20,1

5420.69,3914.56,Jordan,Micronesia, Federated States of,Mobile Payment,RUB,2025-04-22 08:39:13,1

2903.29,3215.77,Italy,Lesotho,Subscription Payment,ILS,2025-05-09 00:34:06,1

9774.53,7347.32,Guyana,Sudan,Batch Payment,RON,2025-04-22 21:53:13,1

17919.92,11766.93,Kazakhstan,Nauru,Cash Advance,THB,2025-10-24 01:20:43,1

7732.39,8209.62,Brazil,Venezuela,Merchant Settlement,BRL,2025-08-13 21:22:58,1

